###ÄNSI###
EVTDESC_TOG_640;With the bonfire kindling down, the feast at the end of the bonfire can now begin. A splendid array of dishes have already been prepared by the best cooks of the realm, and there is plenty of mead to go around.;Le sacrifice étant terminé, le banquet de la fin du blót peut maintenant commencer. La viande des animaux sacrifiés a été cuisinée et l'hydromel coule à flots.;Da die Opferung vorbei ist, kann die Feier am Ende des Blót beginnen. Das Fleisch der Opfertiere wurde bereits zubereitet und es gibt jede Menge goldenen Met.;;Cuando acaba el sacrificio, la fiesta por el fin de la mancha empieza. La carne de los animales que fueron sacrificados ya está preparada, y hay mucha aguamiel para todos.;;;;;;;;;x
EVTOPTA_TOG_640;Let the celebrations begin!;Que la fête commence !;Lasst die Feier beginnen!;;¡Que empiecen las celebraciones!;;;;;;;;;x
EVTDESC_TOG_642;The feast is over and with it the bonfire. It will be at least nine years until you hold the next one, but as your vassals return home, most seem to agree that the ceremony was well worth the trip.;Le banquet est terminé, et le blót par le fait même. Il s'écoulera neuf années avant que vous teniez le prochain. Néanmoins, alors que vos vassaux reprennent la route, la plupart s'accordent pour dire que la cérémonie valait le déplacement.;Die Feier ist vorbei und damit auch das Blót. Frühestens in neun Jahren könnt Ihr das nächste veranstalten, doch die meisten Eurer nach Hause zurückkehrenden Vasallen meinen, dass die Zeremonie die Reise wert war.;;La fiesta se acaba, y con ella la mancha. Pasarán por lo menos 9 años hasta que celebres la siguiente, pero mientras tus vasallos regresan a casa, la mayoría está de acuerdo en que valió la pena hacer el viaje por la ceremonia.;;;;;;;;;x
EVTDESC_TOG_643;The feast is over and with it the bonfire. It will be at least nine years until your liege holds the next one, but as you and the other vassals return home, most seem to agree that the ceremony was well worth the trip.;Le banquet est terminé, et le blót par le fait même. Il s'écoulera neuf années avant que votre [Root.Liege.GetLordLady] lige organise le prochain, néanmoins, alors que vous et les autres vassaux reprenez la route, la plupart s'accordent pour dire que la cérémonie valait le déplacement.;Die Feier ist vorbei und damit auch das Blót. Frühestens in neun Jahren wird der Lehnsherr das nächste veranstalten, doch Ihr und die meisten der nach Hause zurückkehrenden Vasallen meinen, dass die Zeremonie die Reise wert war.;;La fiesta se acaba, y con ella la mancha. Pasarán por lo menos 9 años hasta que tu señor celebre la siguiente, pero mientras tú y tus vasallos regresáis a casa, la mayoría estáis de acuerdo en que valió la pena hacer el viaje por la ceremonia.;;;;;;;;;x
opinion_held_blot;Held Bonfire;Blót tenu ;Hat Blót veranstaltet;;Mancha Realizada;;;;;;;;;x
opinion_homosexual_sympathy;Sympathetic to Sexual Preferences;Compréhension envers mes préférences sexuelles;Verständnisvoll gegenüber sexueller Vorlieben;;Comprensivo con Preferencias Sexuales;;;;;;;;;x
opinion_refused_blot;Refused to Give Offering for Bonfire;Refus de donner une offrande au blót ;hat sich geweigert, ein Opfer für Blót darzubringen;;Se negó a dar Ofrenda para la Mancha;;;;;;;;;x
CHRONICLE_HELD_BLOT;[Root.GetTitledName] held a great bonfire at [Root.Location.GetName].;[Root.Get_Le_Title][Root.GetTitledName] a organisé un grand blót à [Root.Location.GetName].;[Root.GetTitledName] veranstaltete in [Root.Location.GetName] ein großes Opferfest.;;[Root.GetTitledName] tuvo una gran tacha [Root.Location.GetName].;;;;;;;;;x
opinion_spared_at_blot;Spared at Bonfire;Épargné du blót;Beim Blót verschont;;Sobrado de mancha;;;;;;;;;x
EVTOPTA_TOG_612_Caliph;You will die for your faith, [From.GetBestName]!;Vous ne reposerez pas en paix, [From.GetBestName] !;Ihr sollt keinen Frieden kennen, [From.GetBestName]!;;¡No recaerá la paz sobre ti, [From.GetBestName]!;;;;;;;;;x
change_neuhumanist_branch;Change Neuhumanist Branch;Changer de branche Néohumaniste;Neuhumanist Zweig Ändern;Cambiar de ramia Neuhumanista;;;;;;;;;x
change_neuhumanist_branch_desc;You have the possibility to change your religious branch once in a lifetime;Vous avez la possibilité de changer de branche religieuse une fois dans votre vie; Sie haben die Möglichkeit ihren Zweig ein mal ins Leben zu ändern;Tienes la posibilidad de cambiar de rama religiosa una vez en la vida;;;;;;;;;x
lead_research;Lead Research;Mener un projet de recherches;Forschung Verpflichten;Emprender un Proyecto de Investgación;;;;;;;;;x
lead_research_desc;Undertake a project of research and try to take Enligtenment where it's never been before!;Lancez-vous dans un vaste projet de recherches en essayant d'amener la Lumière la où elle n'a jamais été!;Verpflichten Sie eine Forschung, und versucht das Licht am weitesten zu bringen!;Emprender un proyecto de investigación y lleva la iluminación donde nunca ha estado antes!;;;;;;;;;x
change_chronicler_branch;Change Chronicler Branch;Changer de branche Chronique;Chronist Zweig Ändern;Cambiar de ramia Cronista;;;;;;;;;x
TXT_change_chronicler_branch;Change Chronicler Branch;Changer de branche Chronique;Chronist Zweig Ändern;Cambiar de ramia Cronista;;;;;;;;;x
change_chronicler_branch_desc;You have the possibility to change your religious branch once in a lifetime;Vous avez la possibilité de changer de branche religieuse une fois dans votre vie; Sie haben die Möglichkeit ihren Zweig ein mal ins Leben zu ändern;Tienes la posibilidad de cambiar de rama religiosa una vez en la vida;;;;;;;;;x
celebrate_yule;Celebrate Yule;;;;;;;;;x
celebrate_yule_desc;Sami,Scandinavian and Finnic rulers may engage in a mysterious celebration of the winter solstice.;;;;;;;;;x
prepare_reconquista;Prepare a Reconquest;;;;;;;;;x
prepare_reconquista_desc;It is time to restore the Ancient Lands of France in the name of the Holy Mother whose guidance brought about the enlightened rulership of France unto the World, through the grace of the Divines, let us restore these Sacred Lands from these Heretics!;;;;;;;;;x
change_jacobin_branch;Change Jacobin Branch;Changer de branche Jacobine;Jakobiner Zweig Ändern;Cambiar de ramia Jacobin;;;;;;;;;x
TXT_change_jacobin_branch;Change Jacobin Branch;Changer de branche Jacobine;Jakobiner Zweig Ändern;Cambiar de ramia Jacobin;;;;;;;;;x
change_jacobin_branch_desc;You have the possibility to change your religious branch once in a lifetime;Vous avez la possibilité de changer de branche religieuse une fois dans votre vie; Sie haben die Möglichkeit ihren Zweig ein mal ins Leben zu ändern;Tienes la posibilidad de cambiar de rama religiosa una vez en la vida;;;;;;;;;x
become_solarque;Become Solarque;;;;;;;;;x
become_solarque_desc;It is time for the Soleil Royal faith to retrieve its former glory. Chase the heathens out of your rightfully claimed lands and become Solarque.;;;;;;;;;x
demand_religious_conversion;Demand Religious Conversion;;;;;;;;;x
demand_religious_conversion_short;Demand Religious Conversion;;;;;;;;;x
demand_religious_conversion_desc;Demand that [Root.GetTitledFirstName] convert to [From.Religion.GetName];;;;;;;;;x
EVTDESC_demand_conversion_1;Dear [Root.GetTitledFirstName],\nAs your liege, I request and require that you convert to the True Faith, [FromFrom.Religion.GetName].\n\n[FromFrom.GetBestName];;;;;;;;;x
EVTOPTA_demand_conversion_1;I will submit to your will.;;;;;;;;;x
EVTOPTB_demand_conversion_1;Ridiculous!;;;;;;;;;x
EVTDESC_demand_conversion_2;Dear [Root.GetTitledName], \n While it brings me great pain that you demand this of me, I will convert to the [Root.Religion] faith as you request.;;;;;;;;;x
EVTDESC_demand_conversion_3a;Dear [Root.GetTitledName], \n While you are my liege, My first and foremost duty is to serve [From.Religion.GetHighGodName]. You may rule over me in this world, but my faith is more important than whatever punishments you can give me here.;;;;;;;;;;;;;x
EVTDESC_demand_conversion_3b;Dear [Root.GetTitledName], \n While I am loyal to you as my leige, I must also be loyal to my [From.Religion.GetName] subjects and to [From.Religion.GetHighGodName]. I will not turn from my faith or my people.;;;;;;;;;;;;;x
change_mantramarga_branch;Change Mantramarga branch;Changer de branche Mantramarga;Mantramarga Zweig ändern;Cambiar de ramia Mantramarga;;;;;;;;;x
TXT_change_mantramarga_branch;Change Mantramarga branch;Changer de branche Mantramarga;Mantramarga Zweig ändern;Cambiar de ramia Mantramarga;;;;;;;;;x
change_mantramarga_branch_desc;You have the possibility to change your religious branch once in a lifetime;Vous avez la possibilité de changer de branche religieuse une fois dans votre vie; Sie haben die Möglichkeit ihren Zweig ein mal ins Leben zu ändern;Tienes la posibilidad de cambiar de rama religiosa una vez en la vida;;;;;;;;;x
take_sallekhana_vow;Take Sallekhana vow;;;;;;;;;x
take_sallekhana_vow_desc;You have lived a pious and pure life venerating Shiva : at such a stage of your life you feel it is the right moment to accomplish an ultimate vow by fasting till death follows and making your trip to the afterlife a last pious act.;;;;;;;;;x
change_reformed_branch;Change Reformed branch;Changer de branche réformée; Reformierter Zweig ändern;Cambiar de ramia reformado;;;;;;;;;x
change_reformed_branch_desc;You have the possibility to change your religious branch once in a lifetime;Vous avez la possibilité de changer de branche religieuse une fois dans votre vie; Sie haben die Möglichkeit ihren Zweig ein mal ins Leben zu ändern;Tienes la posibilidad de cambiar de rama religiosa una vez en la vida;;;;;;;;;x
TXT_change_reformed_branch;Change Reformed branch;Changer de branche réformée; Reformierter Zweig ändern;Cambiar de ramia reformado;;;;;;;;;x
join_a_brass_chorus;Join a Brass Chorus;;;;;;;;;x
join_a_brass_chorus_desc;As a non-scandinavian Lutheran you have the possibility to join a traditional brass chorus.;;;;;;;;;x
celebrate_eucharist;Celebrate the Eucharist;;;;;;;;;x
celebrate_eucharist_desc;Mariavite, Coronite and Oasite rulers hold great value in celebrating the Eucharist and will do whenever it is possible.;;;;;;;;;x
reestablish_carthage;Reestablish Carthage;;;;;;;;;x
reestablish_carthage_desc;Old Qartaj was a great state that once dominated al-Maghrib in the distant past long before Imperial Eagle came upon these shores. As the Twensa rise above the conflict that divided their polities, some call to toss aside the divisions of the petty Beys, and restore the true Republic ruled by the venerable Shophet that lead the ancient state of old.;;;;;;;;;x
reestablish_phoenicia;Reestablish Phoenicia;;;;;;;;;x
reestablish_phoenicia_desc;Accused as Shu'ubiyya by others who do not share in the proud vision of the Lubnani who claim their lineage to a great state long lost to time. Where their people were masters of the sea and whose cities were rich and whose renown was known across al-Mutawassit. Having grown into a great power among their Levant Brethren such a state is once more on the rise. Glory to Kan'an!;;;;;;;;;x

change_high_church_branch;Reconsider your Tradition;;;;;;;;;x
TXT_change_high_church_branch;Change your Anglican tradition;Changer de tradition anglicane;Anglikanische Tradition ändern;Cambiar de tradición anglicana;;;;;;;;;x
EVTDESC_britain_1;You can choose to affliate with one of the many Anglican traditions of Britain whose autonomous churches hold to their ancient traditions despite the turmoils brought forth by the event.;;;;;;;;;x
EVTOPTA_britain_1;I will follow the Anglo-Catholic tradition of the Church!;;;;;;;;;x
EVTOPTB_britain_1;I shall stay the via media tradition of the Church!;;;;;;;;;x
EVTOPTC_britain_1;I shall the Low Church tradition!;;;;;;;;;x

change_free_church_branch;Reconsider your Church;;;;;;;;;x
TXT_change_free_church_branch;Change your Nonconformist Church;Changer de branche Nonconformist;Nonconformist Zweig ändern;Cambiar de ramia Nonconformist;;;;;;;;;x
EVTDESC_britain_2;You can choose to affliate with one of the many protestants traditions of Britain whose autonomous churches hold to their ancient traditions despite the turmoils brought forth by the event.;;;;;;;;;x
EVTOPTA_britain_2;I will follow the examples of Wesley!;;;;;;;;;x
EVTOPTB_britain_2;I shall join the Society of Friends in spreading the good word!;;;;;;;;;x
EVTOPTC_britain_2;I shall profess my belief in the Lord Almighty!;;;;;;;;;x

integrate_borussia;Integrate Borussia into the Baltic Empire;;;;;;;;;;;;;x
integrate_borussia_desc;If I controlled all of Borussia, I could reconstitute it as a Baltic realm!;;;;;;;;;;;;;x
integrate_borussia_TT;Borussia becomes de jure part of the Baltic Empire.;;;;;;;;;;;;;x
integrate_belarus;Integrate Belarus into the Baltic Empire;;;;;;;;;;;;;x
integrate_belarus_desc;If I controlled all of Belarus, I could reconstitute it as a Baltic realm!;;;;;;;;;;;;;x
integrate_belarus_TT;Belarus becomes de jure part of the Baltic Empire.;;;;;;;;;;;;;x
EVTTITLE_baltic_1;The Integration of Borussia;;;;;;;;;;;;;x
EVTDESC_baltic_1;Before the Deluge, the lands of Prussia, more commonly known as Borussia in the contemporary period, was usually considered the borderlands between the heart of the Baltics, and Central Europe. Its history spans Slavic and Germanic rule, but also a hidden history before it, where Balts ruled as the masters of the realm, and the truth has been finally re-established. \n[e_baltic.Holder.GetTitledFirstName], with the assistance of [e_baltic.Holder.GetHerHis] loyal vassals, has managed to procure direct power over Borussia, and formally reconstitute it a direct part of the Baltic Empire, from now until perpetuity. May the Baltics flourish ever more!;;;;;;;;;;;;;x
EVTOPTA_baltic_1;As it should be.;;;;;;;;;;;;;x
EVTOPTB_baltic_1;May the Lord forever grace [e_baltic.Holder.GetTitledFirstName] and the Baltic!;;;;;;;;;;;;;x
EVTOPTC_baltic_1;The Baltics are waking up!;;;;;;;;;;;;;x
EVTOPTD_baltic_1;Damn those Balts!;;;;;;;;;;;;;x
EVTTITLE_baltic_2;The Integration of Belarus;;;;;;;;;;;;;x
EVTDESC_baltic_2;Before the Deluge, the Kingdom of Belarus, was once a constituent part of the Grand Duchy of Lithuania, in the times of the Rzeczpospolita, and even before that. With the ideas of restoring the ancient part of the Empire, and the dream of the Litvins.. It has been accomplished. \n[e_baltic.Holder.GetTitledFirstName], with the assistance of [e_baltic.Holder.GetHerHis] loyal vassals, has managed to reassert Baltic rule in Belarus, and formally reconstitute it a direct part of the Baltic Empire, from now until perpetuity. May the Baltics flourish ever more!;;;;;;;;;;;;;x
EVTOPTA_baltic_2;As it should be.;;;;;;;;;;;;;x
EVTOPTB_baltic_2;May the Lord forever grace [e_baltic.Holder.GetTitledFirstName] and the Baltic!;;;;;;;;;;;;;x
EVTOPTC_baltic_2;The Baltics are waking up!;;;;;;;;;;;;;x
EVTOPTD_baltic_2;Damn those Balts!;;;;;;;;;;;;;x
