#Bastille Day Localisations
###ÄNSI###
EVTOPTB_jacobin_55;Try your luck;;;;;;;;;x
EVTDESC_jacobin_56;You win, your opponent gives you back what he bet, you get up happy and leave the inn with more money than you entered.;;;;;;;;;x
EVTOPTA_jacobin_56;Nice;;;;;;;;;x
EVTDESC_jacobin_57;You lose the game, you lose your money, the drunks laugh and you get up from the table and leave the tavern.;;;;;;;;;x
EVTOPTA_jacobin_57;Oh no!;;;;;;;;;x
EVTNAME_jacobin_58;Wind of Revolution;;;;;;;;;x
EVTDESC_jacobin_58;Today, under the influence of many advisors and priests, the rightful President of the Republic, [Root.GetTitledName], has decided that it is high time to reclaim the territory long lost and plundered by the enemies of the homeland. The time of peace and defense has ended, and the time has begun when the French Revolution, begun centuries ago by Marianne and the Emperor, and defended by the General, flourished and, with its roots, destroyed the reactionary, tyrannical, and perfidious neighboring monarchies and false, oligarchic republics.;;;;;;;;;x
EVTDESC_jacobin_59;Paris, the traditional capital of France, fell and was oppressed under the thumb of an alien faith. For this reason, under the influence of many advisors and priests, the rightful President of the Republic, [Root.GetTitledName], decided it was high time to reclaim the territory long and recently lost and plundered by the enemies of the homeland. The time for peace and defense had ended, and the time had begun when the French Revolution would reclaim its former capital and reclaim what was its own by fire and sword.;;;;;;;;;x
CTT_JACOBIN_CRUSADES_UNLOCKED;The era of the Jacobin Liberation Wars has begun\n;;;;;;;;;x
EVTDESC327_JACOBIN;Jacobin President [Root.GetTitledFirstName] has declared a [Root.Religion.GetCrusadeName] against [New.GetTitledName] and the [New.Religion.GetName] superstitious representatives of the dark ages in [From.GetFullBaseName]! All true [Root.Religion.GetName] men are called to arms against the deniers of [Root.Religion.GetHighGodName]!;;;;;;;;;x
