#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
EVTDESC_britain_110_LEICESTER;You arrive in Leicester, city little known but rich in history. More famous is the field near the city, Bosworth Field, where many years ago, in the fateful year of 1485, Richmond defeated the usurper Richard III, a tyrant and murderer of his innocent nephews. On the way to Leicester, you pass this field and pay homage to those who fought for the Red Rose, before entering Leicester. You see the city's ancient buildings, and as you pass Leicester Cathedral, you see a statue of a man holding a sword in one hand and raising a crown in the other. Some say this statue represents King Robert Hood, others Henry VII. One thing is certain, this city fills you with an aura that no other city has ever possessed.;;;;;;;;;;;;;x
EVTDESC_britain_110_TILBURY;You arrive at Tilbury. It was here, over 1,000 years ago, that Queen Gloriana gathered with her army to defend Albion from the demonic Great Armada and delivered her unforgettable speech, which instilled courage in the hearts of all gathered, so that not one of them faltered or faltered during the battle with the Spanish. You see this village and you don't see the glory, but you know it's there. Here, on this beaten earth, stood many thousands of brave Englishmen, ready to shed their blood for Albion.;;;;;;;;;;;;;x
EVTDESC_britain_110_STRATFORD;You reach Stratford-upon-Avon, where, hundreds of years ago, the greatest bard of all time was born: William Shakespeare, who immortalized the wickedness of Richard III and Macbeth and portrayed the virtues of Henry VII and the Virgin Queen. You pass through the streets of this ancient city, seeing old buildings that recall the memorable times before the Event. You're glad you've come to this small but important town. You enter the old Holy Trinity Church, where, according to legend, Shakespeare's grave lies, and after a moment, you spot him. The statue of the Bard of Avon hasn't survived well, but the inscription has. You read it and it reads: "Stay, passenger, why goest thou by so fast? Read, if thou canst, whom envious death hath placed, Within this monument: Shakespeare, with whom, Quick nature died; whose name doth deck this tomb, Far more than cost, sith all that he hath writ, Leaves living art but page to serve his wit".;;;;;;;;;;;;;x
EVTOPTA_britain.110;Nice I can be here;;;;;;;;;;;;;x
EVTOPTA_britain_110A;Long live the Virgin Queen!;;;;;;;;;;;;;x
EVTOPTA_britain_110B;Parsifal and Lohengrin, come with me here!;;;;;;;;;;;;;x
EVTOPTA_britain_110C;Kings of Beloved Scottish Land, I am with you!;;;;;;;;;;;;;x
EVTDESC_britain.111;London and Oxford are two holy cities for the followers of the Virgin Queen - now you must choose which one you want to go to.;;;;;;;;;;;;;x
EVTDESC_britain.111;Long live the Virgin Queen!;;;;;;;;;;;;;x
EVTOPTA_britain.111;Long live the Virgin Queen!;;;;;;;;;;;;;x
EVTDESC_britain.112;You finally return home after this pilgrimage. You feel it has taught you some lessons, including a lesson in homesickness.;;;;;;;;;;;;;x
EVTOPTA_britain.112;Everywhere is nice, but in home is nicest...;;;;;;;;;;;;;x
EVTDESC_britain.113;In addition to the more famous places of pilgrimage such as London, Oxford, Calais, Glastonbury and Perth, there are others less frequented such as Leicester and nearby Bosworth, Tilbury and Stratford-upon-Avon, the hometown of Master Shakespeare.;;;;;;;;;;;;;x
EVTOPTA_britain.113;I shall visit Bosworth and Leicester;;;;;;;;;;;;;x
EVTOPTB_britain.113;I shall visit Tilbury;;;;;;;;;;;;;x
EVTOPTC_britain.113;I shall visit Stratford-upon-Avon;;;;;;;;;;;;;x
EVTDESC_britain.114;As a worshipper of the Virgin Queen, you can choose from other places important to her: the ancient Glastonbury Abbey where King Arthur was buried, Calais, a stronghold of the Crown, or Perth, the most important place for ancient Scottish kings.;;;;;;;;;;;;;x
EVTOPTA_britain.114;I shall visit Glastonbury;;;;;;;;;;;;;x
EVTOPTB_britain.114;I shall visit Perth;;;;;;;;;;;;;x
EVTOPTC_britain.114;I shall visit Calais;;;;;;;;;;;;;x
EVTDESC_britain_115;As you walk along a rather old, ancient road, you see two roadmen walking towards you.;;;;;;;;;;;;;x
EVTDESC_britain.122;During your journey, you reach a provincial town. You hear from several people that a cricket tournament is taking place there, a team sport that has long been a common practice in Albion, strengthening bonds between people regardless of social class. The people you meet urge you to attend the match and perhaps even bet on one of the teams.;;;;;;;;;;;;;x
EVTOPTA_britain.122;Go to the match;;;;;;;;;;;;;x
EVTOPTB_britain.122;Go further;;;;;;;;;;;;;x
EVTNAMEbritain_123;Cricket match;;;;;;;;;;;;;x
EVTDESC_britain_123;You walk towards the pitch where a cricket match is about to take place. You enter the stands, where a heated debate is taking place. Some claim that the home team will win, having practiced all night and all day for this important match. Others claim that the guests team will win, having also caught up with the economy in terms of time devoted to practice. From a distance, you hear a man calling for bets on one team or the other.;;;;;;;;;;;;;x
EVTOPTA_britain_123;Bet on the home team;;;;;;;;;;;;;x
EVTOPTB_britain_123;Bet on the away team;;;;;;;;;;;;;x
EVTOPTC_britain_123;I bet on noone;;;;;;;;;;;;;x
EVTDESC_britain.124;Even though the team you bet on has a good chance of winning, they ultimately lose. You lose your bet and leave the stands with a loss.;;;;;;;;;;;;;x
EVTOPTA_britain.124;Money gone down the drain;;;;;;;;;;;;;x
EVTDESC_britain.125;Despite the high risk that the team you bet on will lose, you ultimately win. You win your bet and emerge from the stands with a profit.;;;;;;;;;;;;;x
EVTOPTA_britain.125;Easy win;;;;;;;;;;;;;x
EVTDESC_britain.126;You sit and watch the cricket match the entire match. When the home team wins, you leave rejoicing in their victory.;;;;;;;;;;;;;x
EVTOPTA_britain.126;Nice match;;;;;;;;;;;;;x
EVTDESC_britain.127;Along the way, you pass a troupe of musicians who have stopped nearby. They sing a long and captivating ballad about how Henry V set out for France with his soldiers and, on St. Crispin's Day, fought a battle against the French rebels for the glory of Albion and the Crown, which he won by drowning the greatest wicked men of France in blood. The lengthy ballad ends with a deathbed monologue from the king, in which he expresses regret that he was unable to finish the war against the treacherous Armagnacs and set out for the Holy Land.;;;;;;;;;;;;;x
EVTOPTA_britain.127;It is truly a beautiful ballad about a great conqueror.;;;;;;;;;;;;;x
EVTOPTB_britain.127;Nice rhymes, but don't sing this ballad to someone who's been to war.;;;;;;;;;;;;;x
EVTDESC_britain_128;Passing by a certain village, you hear the peasants singing about poor princess, abandoned by her husband. You approach and sit nearby, listening to the song from afar. However, the peasants quickly notice you and order you to come closer.;;;;;;;;;;;;;x
EVTOPTA_britain_128;Come over;;;;;;;;;;;;;x
EVTOPTB_britain_128;Run away;;;;;;;;;;;;;x
EVTNAMEbritain_129;Spanish Princess;;;;;;;;;;;;;x
EVTDESC_britain_129;When the peasants hear that you are a pilgrim, they rejoice that there are still those who make pilgrimages for the glory of the Virgin Queen. They also tell you the legend of Catherine, about which they sang. Catherine was a Spanish princess, daughter of the greatest family of the south. She married Henry, son of the victor of Bosworth. She was a heroic queen who, while her husband was fighting the treacherous French, defended York from the invasion of the savage Scots. However, over the years, her husband, Henry VIII, abandoned her and exiled her to the Isle of Ely, where she died and went to eternal glory. When you finish listening to this story, you praise her as pious and wise. The next day, after spending the night with the peasants and learning a song in honor of Catherine, the peasants release you and promise to pray to [Root.Religion.GetRandomGodName] for a happy ending to your pilgrimage.;;;;;;;;;;;;;x
EVTOPTA_britain_129;Nice people;;;;;;;;;;;;;x
EVTDESC_britain_130;On the way to your destination, you encounter two Anglican pilgrims. You chat with them and after a moment, the topic turns to faith. After a while, you part ways, but the conversation leaves you wondering whether your Glorian faith is truly true and not Anglican.;;;;;;;;;;;;;x
EVTOPTA_britain_130;Nonsense, Virgin Queen protect Albion, not Anglicanism...;;;;;;;;;;;;;x
EVTOPTB_britain_130;Maybe they were right...;;;;;;;;;;;;;x
EVTOPTC_britain_130;They were right, anglicanism is true british religion...;;;;;;;;;;;;;x
EVTDESC_britain_131;In a town on the way to the destination of your pilgrimage, you encounter a traveling troupe of actors and, after paying a modest sum, you see one of their traditional English plays.;;;;;;;;;;;;;x
celebrate_remembrance_day;Celebrate Remembrance Day;;;;;;;;;;;;;x
celebrate_remembrance_day_desc;Centuries ago, a furious war raged across Europe, during which knights from across Britain fought in the muddy French countryside against German armies for almost five years. Since then, November has been marked by Remembrance Day, a day commemorating those who fell in that terrible First Great War, which claimed the lives of so many of the sons of this land.;;;;;;;;;;;;;x
EVTOPTA_britain_131;Nice show;;;;;;;;;;;;;x
EVTDESC_britain_138;As the organizer of Remembrance Day in your domain, you send invitations to your vassals to join you in celebrating this patriotic holiday established in ancient times in memory of fallen warriors.;;;;;;;;;;;;;x
EVTOPTA_britain_138;The more people come, the better;;;;;;;;;;;;;x
EVTTOOLTIP_britain139;[ROOT.GetName] is invited.;;;;;;;;;;;;;x
EVTDESC_britain_139;Dear [ROOT.GetName], you are hereby solemnly invited to our celebration of Remembrance Day.;;;;;;;;;;;;;x
EVTOPTA_britain_139;By [ROOT.Religion.GetRandomGodName], I will make sure to attend!;;;;;;;;;;;;;x
EVTOPTB_britain_139;I do not have the time for such ridiculous celebrations.;;;;;;;;;;;;;x
EVTDESC_britain_140;[FROM.GetName] has refused my invitation to Remembrance Day, what a disgrace!;;;;;;;;;;;;;x
EVTOPTA_britain_140;Curses!;;;;;;;;;;;;;x
EVTNAME_britain_141;Ceremony;;;;;;;;;;;;;x
EVTDESC_britain_141;Remembrance Day is a special day. On this day, everyone forgets the present and focuses on the past, on the times when Britain, in alliance with France, fought against the German Empire in France, where thousands of the flower of the old empire marched to their deaths. Following an old custom, everyone you see in the city carries natural or artificial poppies sewn onto their clothing, paying tribute to the soldiers of yore. An hour before noon, there is a two-minute silence, during which everyone remains silent. Then, a mourning ceremony takes place, and you and the others gather in the central square. A trumpeter from a nearby temple tower plays the Last Post on his trumpet, then a closer orchestra plays traditional melodies, and the choir joins in singing. The official ceremony, full of speeches and songs, concludes with the playing of the Ode of Remembrance. After this ceremony, people disperse to enjoy this special day in other ways.;;;;;;;;;;;;;x
EVTOPTA_britain_141;Nice;;;;;;;;;;;;;x
EVTDESC_britain_142;Remembrance Day is over and you return to your estate after celebrating this holiday, satisfied that you were able to pay a modest tribute to those who once shed blood for Britain.;;;;;;;;;;;;;x
EVTOPTA_britain_142;Nice;;;;;;;;;;;;;x
EVTDESC_britain_143;Remembrance Day is over and you return to your estate and your duties after your organised celebration, satisfied that you were able to pay a modest tribute to those who shed blood for Britain in the past.;;;;;;;;;;;;;x
EVTOPTA_britain_143;Nice;;;;;;;;;;;;;x
remembrance_day_invitations_sent;Invitations to the Remembrance Day celebration have been sent out;;;;;;;;;x
remembrance_patriotic_play;watching a play about these times.;;;;;;;;;;;;;x
remembrance_meeting_with_veterans;meeting with old veterans.;;;;;;;;;;;;;x
remembrance_meeting_with_young;meeting some enthusiasts of past wars.;;;;;;;;;;;;;x
remembrance_drunkards;meeting with drunken patriots.;;;;;;;;;;;;;x
EVTDESC_britain_144;You are watching a play about the heroic deeds of knights who, before the Event, flew on gigantic flying machines and died at the hands of the Red Baron, a bloody Silesian peer who, in his lifetime, destroyed more than one machine, along with the knight who piloted it. The play ends with the Red Baron's downfall, his final confession accepted by a pastor, and his death after delivering a long monologue about the glory of Britain and the misery of Germany, and its future great guilt that will bring misfortune upon the world.;;;;;;;;;;;;;x
EVTOPTA_britain_144;Nice play;;;;;;;;;;;;;x
EVTDESC_britain_145;Walking down the street, you meet veterans, local soldiers who have fought in many wars and survived many hardships. They ask you for alms.;;;;;;;;;;;;;x
EVTOPTA_britain_145;Donate them;;;;;;;;;;;;;x
EVTOPTB_britain_145;Give them nothing;;;;;;;;;;;;;x
EVTOPTC_britain_145;Call your soldiers and stole them;;;;;;;;;;;;;x
EVTDESC_britain_146;You meet a group of young people who talk energetically about past wars and long to take part in such wars themselves, which, as they say, "were better than these modern slaughters and full of honor.";;;;;;;;;;;;;x
EVTOPTA_britain_146;Yeah, in the past there was more honor during wars...;;;;;;;;;;;;;x
EVTOPTB_britain_146;Fools;;;;;;;;;;;;;x
EVTDESC_britain_147;Walking down the street, you see several men walking towards you, wearing poppies sewn onto their clothing and singing traditional patriotic songs. But when they see each other, they draw swords and shout something in their drunken gibberish.;;;;;;;;;;;;;x
EVTOPTA_britain_147;Oh no!.;;;;;;;;;;;;;x
