EVTDESC_christian_13_TURKU;You arrive in Turku, a city important to many Finns as the spiritual center of Christianity in Finland. The capital of the Diocese of Finland was moved to this city in the 13th century, and it was proclaimed metropolitan in the 19th century. Entering the city, you pass old streets and churches, noting that despite the horrors of the Event, the city has survived in better condition than Stockholm or Uppsala. You soon find your way to Turku Cathedral, a church built in a blend of Romanesque and Gothic styles. You enter this church and walk deeper into its interior – beautiful frescoes painted in the 19th century depicting biblical scenes and two important events: the baptism of the first Finns and the presentation of the Finnish translation of the Bible by Mikael Agricola to Gustav Vasa. You pass successive columns of this church and arrive near the chancel, where you stop and kneel to pay homage to God in silent prayer.;;;;;;;;;x
EVTDESC_christian_13_UNTRECHT;You arrive in Utrecht, a Dutch city, one of the largest in the region, a place where, before the Event, the archbishops of this place rebelled against papal authority and welcomed the spiritual sons of Maria Francisca, making them their brothers in the episcopate. You pass through the streets of Utrecht and the merchants, officials, and beggars who walk them. You soon reach St. Gertrude's Cathedral – this is where the turning point occurred, when the Archbishop of Utrecht ordained young Mariavites as bishops and commissioned them to spread the true faith in Poland. You kneel in the cathedral and begin to pray silently, knowing that somewhere in this cathedral lie the bones of saint bishops.;;;;;;;;;;;;;x
EVTDESC_christian_13_VILNO;You arrive in Vilnius, the Lithuanian capital, but also an important place for Mariavites and other local christians. You walk with other pilgrims to this one place – not the cathedral, not the Basilian abbey (although pilgrims also go to them, just secondarily), but to an inconspicuous gate – known as the Gate of Dawn. There, you see the goal of your journey – the Gate of Dawn, and above it, a painting of Our Lady of the Gate of Dawn. You kneel before the painting on the side of the street, take out your rosary, and begin to pray as pilgrim tradition dictates.;;;;;;;;;;;;;x
EVTDESC_christian_13_WADOWICE;You arrive in Wadowice. Less popular pilgrimage site, mainly due to the small size of the town itself. It's not a metropolis like Vilnius or Rome, but a modest town, still home to places built before the Event, where people once lived, but now only animals. You pass through the ruined Wadowice, the birthplace of Saint Pope John Paul II, a great Pole and bishop. You first visit the old parish – the Basilica of the Presentation of the Blessed Virgin Mary, then the house next door, considered the family home of the holy pope. Then you proceed towards the former Carmelite Monastery. You walk, passing old houses, and crossing the threshold of monasteries. You see beautiful side altars, more beautiful than those in the main church in the market square. You kneel and pay homage to God, as pilgrimage tradition dictates.;;;;;;;;;;;;;x
EVTDESC_christian_13_WIACKOIE;You arrive in Vyatskoye, a traditional Old Believer community near Uglich. It was here that they gathered during the horrors of the Event, and here they survived the worst. Despite the later return of New Believers to these lands, they survived in this small settlement. You enter and see old sheds; time has stood still here. You continue walking and reach the local parish, enter, kneel, and then begin to pray, thanking God for the grace to reach this place.;;;;;;;;;x
EVTDESC_christian_13_WITTENBERG;You arrive in Wittenberg, where Doctor Martin Luther, the Augustinian monk and founder of Lutheranism, lived and worked. This city wouldn't be so famous if Martin Luther hadn't nailed his 95 theses to the door of the local All Saints' Church. You walk through the city's streets, past buildings, and arrive at the goal of your pilgrimage, the church itself. Above the door, you see a painting depicting Martin Luther and Philipp Melanchthon kneeling before the Crucified Christ. You enter and walk, past sculptures gazing at you from afar, see ornate frescoes, and when you get close to the altar, you stop, kneel, and pray silently, contemplating your misery and the majesty of God.;;;;;;;;;x
EVTDESC_christian_13_KYIV;You arrive in Kyiv, the cradle of Christianity in Russia, Ukraine, and Belarus. It was here that the first episcopal see in these lands was established when Vladimir the Great converted and accepted baptism from Constantinople. For hundreds of years, Kyiv held a leading role among Russian Orthodox Christians until the establishment of the Patriarchate in Moscow. Even today, this city remains important to Russian Orthodoxy as the place where Rus' was baptized and where it was liberated from the errors of paganism. Soon after, you pass many churches in this city and reach the most important of them, Saint Sophia's Cathedral, which, according to legend, existed even before Saint Vladimir's baptism, making it the oldest church in this part of the world. You enter the cathedral, observe beautiful mosaics and frescoes depicting saints, and marvel at their beauty until you reach the chancel and the altar, which is covered by an iconostasis. You stop and begin to pray silently to God for the grace to get here.;;;;;;;;;x
EVTDESC_christian_13_BUDA;You arrive in Budapest, the ancient capital of the Kingdom of Hungary and the site of St. Stephen's Basilica, the largest cathedral in Hungary, which can accommodate over 8,000 worshippers. You walk through the streets of this ancient, pre-event capital, passing merchants, priests, and locals, passing smaller churches and historic buildings, until you reach the aforementioned Basilica. The sight is impressive. This church is almost 100 meters high, and above its door is the inscription: "Ego sum via et veritas, et vita," meaning "I am the way, the truth, and the life." You enter this magnificent church. In the center, you see the beautiful main altar with its angelic appearance. You kneel before it, pray for a moment, and soon you reach one of the side chapels, where the relic of one of Hungary's greatest saints, St. Stephen, is kept—his right hand. When you find this chapel, you kneel before the relic and begin to pray the chaplet to Saint Stephen.;;;;;;;;;x
EVTDESC_christian_13_WALSINGHAM;You arrive in Walsingham, an unassuming village in East Anglia with a rich history. Years ago, apparitions took place here, in which the Blessed Virgin Mary commanded the construction of a replica of the house of the Holy Family in Nazareth, which was done. A statue of the Virgin Mary was erected in the replica. Soon, this place became a site of many pilgrimages in England, as it was believed that anyone who came here would not be denied their request. The statue was destroyed on the orders of Henry VIII, but despite this, a new one was built, and it still attracts pilgrims to this day. Remembering this history, you walk as a pilgrim through the village, passing cottages, and when you reach the sanctuary, you enter, cross yourself, and approach the statue of Our Lady. You kneel and join your hands in silent prayer in her honor, giving thanks for the grace to make this pilgrimage.;;;;;;;;;x
EVTDESC_christian_13_WESTMINSTER;You arrive in London and arrive at the gates of Westminster Abbey. Founded in the 7th century as an abbey of the Order of St. Benedict, from William the Conqueror until the Event, it was the site of coronations of the Kings of England and later Great Britain. This church changed hands many times, sometimes as a Catholic church, sometimes as an Anglican church, and sometimes under other owners. You enter, and as you enter, you realize that this Abbey is not only one of the largest churches but also a cemetery: over 3,000 distinguished individuals of England are buried beneath it. One by one, you visit each chapel, gazing at these works of sacred architecture, whose purpose was to worship God. Soon, you conclude your journey, amazed by the beauty and richness of this church.;;;;;;;;;x
EVTDESC_christian_13_GLASTONBURY;You arrive in Glastonbury, an ancient abbey built long ago and destroyed during the reign of Henry VIII. As you reach the ancient ruins of this monastery, you see that little remains of its former glory, yet you somehow feel that it still lives on, that it has not been forgotten not only by Christians but also by non-Christians. You slowly walk around these ruins, pondering the issues of transience and death, as well as the story of the martyrdom of the monastery's last abbot. Soon, you find a place worthy of prayer, kneel, and pray to God, thanking Him for allowing you to reach this place.;;;;;;;;;x
EVTOPTA_christian_13;Nice, I've finally reached this holy place;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_FATIMA;[Root.GetTitledName] made a pious pilgrimage to Fatima.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_LOURDES;[Root.GetTitledName] made a pious pilgrimage to Lourdes.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_MUNICH;[Root.GetTitledName] made a pious pilgrimage to Munich.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_NAZARETH;[Root.GetTitledName] made a pious pilgrimage to Nazareth.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_CANTERBURY;[Root.GetTitledName] made a pious pilgrimage to Canterbury.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_YORK;[Root.GetTitledName] made a pious pilgrimage to York.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_CONSTANTINOPOLE;[Root.GetTitledName] made a pious pilgrimage to Constantinopole.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_MOUNT_ATHOS;[Root.GetTitledName] made a pious pilgrimage to Mount Athos.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_ARKHANGELSK;[Root.GetTitledName] made a pious pilgrimage to Arkhangelsk.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_CHARTRES;[Root.GetTitledName] made a pious pilgrimage to Chartres.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_ESZTEGROM;[Root.GetTitledName] made a pious pilgrimage to Esztegrom.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_JASNA_GORA;[Root.GetTitledName] made a pious pilgrimage to Jasna Gora.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_LUND;[Root.GetTitledName] made a pious pilgrimage to Lund.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_NITRA;[Root.GetTitledName] made a pious pilgrimage to Nitra.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_ORLEANS;[Root.GetTitledName] made a pious pilgrimage to Orleans.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_PLOCK;[Root.GetTitledName] made a pious pilgrimage to Plock.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_PUSTOZERSK;[Root.GetTitledName] made a pious pilgrimage to Pustozersk.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_RIGA;[Root.GetTitledName] made a pious pilgrimage to Riga.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_SARAGOSSA;[Root.GetTitledName] made a pious pilgrimage to Saragossa.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_SEVILLA;[Root.GetTitledName] made a pious pilgrimage to Sevilla.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_SZEKESFEHERVAR;[Root.GetTitledName] made a pious pilgrimage to Szekesfehervar.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_TURKU;[Root.GetTitledName] made a pious pilgrimage to Turku.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_UNTRECHT;[Root.GetTitledName] made a pious pilgrimage to Untrecht.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_VILNO;[Root.GetTitledName] made a pious pilgrimage to Vilnius.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_WADOWICE;[Root.GetTitledName] made a pious pilgrimage to Wadowice.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_WIACKOIE;[Root.GetTitledName] made a pious pilgrimage to Wiackoje.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_WITTENBERG;[Root.GetTitledName] made a pious pilgrimage to Wittenberg.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_MOSCOW;[Root.GetTitledName] made a pious pilgrimage to Moscow.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_PEST;[Root.GetTitledName] made a pious pilgrimage to Budapest.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_KYIV;[Root.GetTitledName] made a pious pilgrimage to Kiev.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_WESTMINSTER;[Root.GetTitledName] made a pious pilgrimage to Westminster Abbey.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_GLASTONBURY;[Root.GetTitledName] made a pious pilgrimage to Glastonbury.;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_WALSINGHAM;[Root.GetTitledName] made a pious pilgrimage to Walsingham.;;;;;;;;;;;;;x
EVTOPTA_christian_14;I will travel to Constantinopole or Jerusalem;;;;;;;;;x
EVTDESC_christian_15;Jerusalem and Constantinopole are the most famous cities in Eastern Christianity.;;;;;;;;;x
EVTOPTA_christian_15;I will travel to Constantinopole, the capital of primate patriarch;;;;;;;;;x
EVTOPTB_christian_15;I will travel to Jerusalem;;;;;;;;;x
EVTOPTA_christian_16;I will travel to Mount Athos, the heart of orthodox monasticism;;;;;;;;;x
EVTOPTB_christian_16;I will travel to Rome, former capital of Roman Patriarchate;;;;;;;;;x
EVTOPTC_christian_16;I will travel to Moscow, capital of fifth pentarchy;;;;;;;;;x
EVTDESC_christian_18;Jerusalem and Wittenberg are the most famous cities in Lutheranism.;;;;;;;;;x
EVTOPTA_christian_18;I will travel to Wittenberg, the birthplace of Protestantism;;;;;;;;;x
EVTOPTB_christian_18;I will travel to Jerusalem;;;;;;;;;x
EVTOPTA_christian_19;I will travel to Turku, the heart of finnic Christianity;;;;;;;;;x
EVTOPTB_christian_19;I will travel to Lund, the cradle of Scandinavian Christianity;;;;;;;;;x
EVTOPTC_christian_19;I will travel to Riga, the capital of eastern Protestantism;;;;;;;;;x
EVTOPTA_christian_22;I will travel to Sevilla and its magnificent cathedral;;;;;;;;;x
EVTOPTB_christian_22;I will travel to Saragossa, to Our Lady of Pilar;;;;;;;;;x
EVTOPTC_christian_22;I will travel to Fatima, place of Marian apparitions;;;;;;;;;x
EVTOPTA_christian_23;I will travel to Jasna Gora or Nazareth;;;;;;;;;x
EVTDESC_christian_24;Jasna Gora and Nazareth are the most renowned and well-known cities among Mariavites.;;;;;;;;;x
EVTOPTA_christian_24;I will travel to Nazareth;;;;;;;;;x
EVTOPTB_christian_24;I will travel to Jasna Gora;;;;;;;;;x
EVTOPTA_christian_25;I will travel to Plock, birthplace of Mariavitism;;;;;;;;;x
EVTOPTB_christian_25;I will travel to Untrecht, place of first mariavite bishops consecrations;;;;;;;;;x
EVTOPTC_christian_25;I will travel to Nitra, heart of Slovak Christianity;;;;;;;;;x
EVTOPTA_christian_26;I will travel to Esztegrom or Nazareth;;;;;;;;;x
EVTDESC_christian_27;Esztegrom and Nazareth are the most renowned and well-known cities among Coronites.;;;;;;;;;x
EVTOPTA_christian_27;I will travel to Esztegrom;;;;;;;;;x
EVTOPTA_christian_28;I will travel to Pest, capital of Saint Stephen's Kingdom;;;;;;;;;x
EVTOPTB_christian_28;I will travel to Szekesfehervar, coronation place of Saint Stephen's successors;;;;;;;;;x
EVTOPTC_christian_28;I will travel to Esztegrom;;;;;;;;;x
EVTDESC_christian_30;Moscow and Kyiv are considered the two most important cities for Old Believers.;;;;;;;;;
EVTOPTA_christian_30;I will travel to Moscow;;;;;;;;;x
EVTOPTB_christian_30;I will travel to Kyiv;;;;;;;;;x
EVTOPTA_christian_31;I will travel to Wiackoje, a large community of Old Believers;;;;;;;;;x
EVTOPTB_christian_31;I will travel to Pustozersk, place of martyrdom of Saint Avvakum;;;;;;;;;x
EVTOPTC_christian_31;I will travel to Arkhangelsk;;;;;;;;;x
EVTOPTA_christian_32;I will travel to Canterbury or York;;;;;;;;;
EVTDESC_christian_33;Canterbury and York are the most renowned and well-known cities among Anglicans.;;;;;;;;;x
EVTOPTA_christian_33;I will travel to Canterbury, See of Saint Augustine;;;;;;;;;x
EVTOPTB_christian_33;I will travel to York, See of Saint Paulinus;;;;;;;;;x
EVTOPTA_christian_34;I will travel to Glastonbury Abbey;;;;;;;;;x
EVTOPTB_christian_34;I will travel to Walsingham Sanctuary;;;;;;;;;x
EVTOPTC_christian_34;I will travel to Westminster Abbey;;;;;;;;;x
